state_code,state_name,sch_num,sch_name,cust_code,cust_name,cust_town,status,type,category,accd_year,lga
011,ENUGU,0110656,"GLORY SECONDARY SCHOOL, OBINAGU, NGWO",11009,"CHRIST THE KING PARISH, NGWO UNO",NGWO UNO,,,,,
011,ENUGU,0110657,"BRIGHTLAND HIGH SCHOOL, TRANS-EKULU, ENUGU",11026,"GIRLS SECONDARY SCHOOL, TRANS EKULU",TRANS-EKULU,,,,,
011,ENUGU,0110658,"UHUGO TECHNICAL COLLEGE, UHUGO, NDEABOH",11019,"POLICE STATION, NDEABOR",NDEABOR,,,,,
011,ENUGU,0110659,"HEAVENLY KIDS TECHNICAL COLLEGE, UPPER ONE DAY ROAD, AWKUNANAW",11022,"GIRL'S GRAMMAR SCHOOL, AWKUNANA",AWKUNANAW,,,,,
011,ENUGU,0110660,"ST. PATRICK'S COLLEGE, ISIUGWU, ENUGU-EZIKE",11016,"D'MCGLADE SEC. SCH., ENUGU - EZIKE",ENUGU - EZIKE,,,,,
011,ENUGU,0110661,"FREEDOM DIGITAL INTERNATIONAL ACADEMY, IJI-NIKE, ENUGU",11021,"ENUGU EAST DEV. CENTRE, ABAKPA NIKE",ABAKPA NIKE,,,,,
011,ENUGU,0110662,"SYLVERSTEL STANDARD HIGH SCHOOL, ORBA ROAD, NSUKKA",11008,"SUB-TREASURY, NSUKKA",NSUKKA,,,,,
011,ENUGU,0110663,"GOVERNOR IFEANYI UGWUANYI COLLEGE, UGWUOMU-NIKE, EMENE",11004,"ST PATRICK'S COLLEGE, EMENE",EMENE,,,,,
011,ENUGU,0110664,"MIKETERY COLLEGE, DAMIJA TRANS-EKULU, ENUGU",11026,"GIRLS SECONDARY SCHOOL, TRANS EKULU",TRANS-EKULU,,,,,
011,ENUGU,0110665,"CORDIS MARIAE SECONDARY SCHOOL, IHUAMA, OBUKPA",11008,"SUB-TREASURY, NSUKKA",NSUKKA,,,,,
011,ENUGU,0110666,"GALAXY STARFIELD INTERNATIONAL ACADEMY, EMENE",11004,"ST PATRICK'S COLLEGE, EMENE",EMENE,,,,,
