state_code,state_name,sch_num,sch_name,cust_code,cust_name,cust_town,status,type,category,accd_year,lga
018,Kogi,0182429,"COMM. SEC. SCHOOL, OGBADELE",,,,,,,,
018,Kogi,0182430,UBE/JSS OWOWOLO,,,,,,,,
018,Kogi,0182431,"MIDWAY INT'L SECONDARY SCHOOL, EJULE",,,,,,,,
018,Kogi,0182432,UBE/JSS EMODODA,,,,,,,,
018,Kogi,0182433,"AGALIGA COMMUNITY SEC. SCHOOL, EFABO",,,,,,,,
018,Kogi,0182434,"GOVT GIRLS' SEC. SCHOOL, OGBONICHA",,,,,,,,
018,Kogi,0182435,"COMMUNITY SECONDARY SCHOOL, OFAKAGA",,,,,,,,
018,Kogi,0182436,"COMMUNITY SECONDARY SCHOOL, EJULE",,,,,,,,
018,Kogi,0182437,"COMMUNITY SECONDARY SCHOOL, AGOJEJU",,,,,,,,
018,Kogi,0182438,UBE/JSS EMODODA,,,,,,,,
018,Kogi,0182439,UBE/JSS IGOTI,,,,,,,,
018,Kogi,0182440,UBE/JSS  OGBULU,,,,,,,,
018,Kogi,0182441,"COMM. SEC. SCHOOL, ERE-ANE-AVRUGO",,,,,,,,
018,Kogi,0182442,UBE/JSS RCM AJAKA,,,,,,,,
018,Kogi,0182443,UBE/JSS OGBOLIGBO,,,,,,,,
018,Kogi,0182444,UBE/JSS OCHIBITAKO,,,,,,,,
018,Kogi,0182445,UBE/JSS OJI AKPANYA,,,,,,,,
018,Kogi,0182446,UBE/JSS OJUWO UBELE,,,,,,,,
018,Kogi,0182447,UBE/JSS AGBOKETE,,,,,,,,
018,Kogi,0182448,UBE/JSS OKPACHALA IGALAMELA/ODOLU,,,,,,,,
018,Kogi,0182449,UBE/JSS AMAKA,,,,,,,,
018,Kogi,0182450,UBE/JSS UCHUCHU IBAJI,,,,,,,,
018,Kogi,0182451,UBE/JSS ANE-AVRUGO,,,,,,,,
018,Kogi,0182452,UBE/JSS ANOCHA,,,,,,,,
018,Kogi,0182453,GSSS ONYEDEGA-IBAJI,,,,,,,,
018,Kogi,0182454,"UBE/JSS ELELE-IBAJI, ONYEDEGA",,,,,,,,
018,Kogi,0182455,"GOVT DAY SEC. SCHOOL, INOZIOMI ADAVI",,,,,,,,
018,Kogi,0182456,UBE/JSS LMS COMPOUND OGORI,,,,,,,,
018,Kogi,0182457,UBE/JSS  MODEL OGAMINANA ADAVI,,,,,,,,
018,Kogi,0182458,"COMM. SEC. SCHOOL, OBANGEDE",,,,,,,,
018,Kogi,0182459,UBE/JSS UHUODO-OKEHI,,,,,,,,
018,Kogi,0182460,UBE/JSS EIKA-OKU,,,,,,,,
018,Kogi,0182461,"GOVT DAY SEC. SCHOOL, IRUVUCHEBA",,,,,,,,
018,Kogi,0182462,"LOCAL GOVT SEC. SCHOOL, UPOGORO",,,,,,,,
018,Kogi,0182463,UBE/JSS EBIYA,,,,,,,,
018,Kogi,0182464,"LOCAL GOVT SEC. SCHOOL, AGAGBA",,,,,,,,
018,Kogi,0182465,"COLLEGE OF ARABIC AND ISLAMIC STUDIES, OKENE",,,,,,,,
018,Kogi,0182466,"GOVT SEC. SCHOOL, OKENE",,,,,,,,
018,Kogi,0182467,"UBE/JSS GOVT SCIENCE SEC. SCHOOL, OBECHED",,,,,,,,
018,Kogi,0182468,"COMMUNITY SEC. SCHOOL, ARIGO",,,,,,,,
018,Kogi,0182469,"EBIRA MUSLIM COLLEGE, OKENE",,,,,,,,
018,Kogi,0182472,"GOVT DAY SEC. SCHOOL, IRUVUCHEBA",,,,,,,,
018,Kogi,0182473,"EMMANUEL COMPRE. COLLEGE, INOZIOMI",,,,,,,,
018,Kogi,0182474,CLIMAX COMPREHENSIVE COLLEGE,,,,,,,,
018,Kogi,0182475,"INOZIOMI EBOGOGO, OKENE",,,,,,,,
018,Kogi,0182476,"FSP/UBE/JSS MODEL COLLEGE, INIKE OKENE",,,,,,,,
018,Kogi,0182477,CSS OBANGEDE,,,,,,,,
018,Kogi,0182478,"LGSS AGASSA, OKENE",,,,,,,,
018,Kogi,0182479,"UBE/JSS EIKA-OKU, OKENGWE",,,,,,,,
018,Kogi,0182480,"JUBILEE HIGH SCHOOL, INOZIOMI",,,,,,,,
018,Kogi,0182481,"QUEEN OF APOSTLE, OKENE",,,,,,,,
018,Kogi,0182482,"UBE/JSS RCM COMPOUND, MAGONGO",,,,,,,,
018,Kogi,0182483,"GOVT DAY SEC. SCHOOL, OHUETA",,,,,,,,
018,Kogi,0182484,"DE-WISDOM COLLEGE, AGEVA",,,,,,,,
018,Kogi,0182485,"FREEDOM GROUP OF SCHOOLS, OBEHIRA",,,,,,,,
018,Kogi,0182486,JOY GROUP OF SCHOOLS OKENGWEN,,,,,,,,
018,Kogi,0182487,UBE/JSS GSSS OBOCHECHE,,,,,,,,
018,Kogi,0182488,"THE HOLY FLOCK OF CHRIST COLLEGE, IHIMA",,,,,,,,
018,Kogi,0182489,"ROYAL MODEL COLLEGE, ODO-ERI",,,,,,,,
018,Kogi,0182490,"UNITED SEC. COMMERCIAL COLLEGE, ODO-ERE",,,,,,,,
018,Kogi,0182491,"TITCOMBE COLLEGE, EGBE",,,,,,,,
018,Kogi,0182492,"LOCAL GOVT SEC. SCHOOL, EJIBA",,,,,,,,
018,Kogi,0182493,"SAINT PETERS COLLEGE, EGBE",,,,,,,,
018,Kogi,0182494,"GOVT. SECONDARY SCHOOL, EGBE",,,,,,,,
018,Kogi,0182495,UNITED UBE/JSS OTU-EGUNBE,,,,,,,,
018,Kogi,0182496,"ST. PETERS COLLEGE, OKEDAYO",,,,,,,,
018,Kogi,0182497,UBE/JSS AYEGUNLE-IGUN,,,,,,,,
018,Kogi,0182498,UBE/JSS ADURATEDO-BUNU,,,,,,,,
018,Kogi,0182499,"ST. JOSEPH CAC UBE SEC. SCHOOL, JABBA",,,,,,,,
018,Kogi,0182500,UBE/JSS OKEOFFIN-BUNU,,,,,,,,
018,Kogi,0182501,UBE/JSS ADUGE,,,,,,,,
018,Kogi,0182502,UBE/JSS OGIDI,,,,,,,,
018,Kogi,0182503,UBE/JSS KAKUN,,,,,,,,
018,Kogi,0182504,"UBE COMP. JUNIOR SEC. SCHOOL, KABBA",,,,,,,,
018,Kogi,0182505,UBE/JSS PONYAN,,,,,,,,
018,Kogi,0182506,"GOVT. SEC. SCHOOL, AYETORO GBEDE",,,,,,,,
018,Kogi,0182507,ANSARU ISLAM UBE/JSS AYEGUNLE,,,,,,,,
018,Kogi,0182508,IYARA MUSLIM COLLEGE,,,,,,,,
018,Kogi,0182509,GSSS EGBEDA EGGA,,,,,,,,
018,Kogi,0182510,"LAWAL INT'L ACADEMY, IYAMOYE",,,,,,,,
018,Kogi,0182511,UBE/JSS EGBEDA EGGA,,,,,,,,
018,Kogi,0182513,"OGUNMOKUNWA M. GROUP OF SCHOOLS, IYAMOYE IJUMU",,,,,,,,
018,Kogi,0182514,LGSS IDOFIN ISANLU,,,,,,,,
018,Kogi,0182515,"REHOBOTH MODEL COLLEGE, ISANLU",,,,,,,,
018,Kogi,0182516,"ILAI COMMUNITY GRAMMAR SCHOOL, ILAI",,,,,,,,
018,Kogi,0182517,YELGEA/UBE JSS BAGIDO-MOPA ISANLU,,,,,,,,
018,Kogi,0182518,"FOLU INT'L MODEL COLLEGE, ISANLU",,,,,,,,
018,Kogi,0182519,"GSSS, ISANLU",,,,,,,,
018,Kogi,0182520,UBE/JSS OGBOM,,,,,,,,
018,Kogi,0182521,"OBAGIDAN SEC. COMM. SCHOOL, OGBE",,,,,,,,
018,Kogi,0182522,"UBE/JSS ITEDO-MAKUTU, ISANLU",,,,,,,,
018,Kogi,0182523,"UBE/JSS ST. JOSEPH ITEDO-AMURO, ISANLU",,,,,,,,
018,Kogi,0182524,"HOPE ACADEMY, ANKPA",,,,,,,,
018,Kogi,0182525,UBE/JSS ENJEMA,,,,,,,,
018,Kogi,0182526,UBE/JSS OFUGO,,,,,,,,
018,Kogi,0182527,UBE/JSS OLUFOFO,,,,,,,,
018,Kogi,0182528,UBE/JSS EFOFE ENJEMA,,,,,,,,
018,Kogi,0182529,UBE/JSS INYE,,,,,,,,
018,Kogi,0182530,UBE/JSS ENABO,,,,,,,,
018,Kogi,0182531,UBE/JSS EMERE,,,,,,,,
018,Kogi,0182532,UBE/JSS OKENYI,,,,,,,,
018,Kogi,0182533,UBE/JSSEJINYA CENTRE,,,,,,,,
018,Kogi,0182534,UBE/JSS EMEKUKU,,,,,,,,
018,Kogi,0182535,CSS EMEKUTU ANKPA,,,,,,,,
018,Kogi,0182536,"AWO COMM. SEC. COMMERCIAL COLLEGE, AWO",,,,,,,,
018,Kogi,0182537,UBE/JSS RCM ANKPA,,,,,,,,
018,Kogi,0182538,UBE/JSS ODOGOMU,,,,,,,,
018,Kogi,0182539,UBE/JSS OGODO,,,,,,,,
018,Kogi,0182540,UBE/JSS OKOBO,,,,,,,,
018,Kogi,0182541,UBE/JSS AKWU,,,,,,,,
018,Kogi,0182542,UBE/JSS AGUMAGU,,,,,,,,
018,Kogi,0182543,UBE/JSS JNI ANKPA,,,,,,,,
018,Kogi,0182544,UBE/JSS ALIBOKO,,,,,,,,
018,Kogi,0182545,UBE/JSS INYOLOGU,,,,,,,,
018,Kogi,0182546,UBE/JSSAWO AKPALI,,,,,,,,
018,Kogi,0182547,UBE/JSS IKA-CENTRE,,,,,,,,
018,Kogi,0182548,"GOVT. GIRLS SCIENCE SEC. SCHOOL, OKABA, ANKPA",,,,,,,,
018,Kogi,0182549,"ECWA SECONDARY SCHOOL, MOPA",,,,,,,,
018,Kogi,0182550,UBE/JSS ODOLE-MOPA,,,,,,,,
018,Kogi,0182551,"GOVT TECHNICAL COLLEGE, MOPA",,,,,,,,
018,Kogi,0182552,UBE/JSS ODOLE-MOPA,,,,,,,,
018,Kogi,0182553,UBE/JSS AIYEDE-AMURO,,,,,,,,
018,Kogi,0182556,"ECWA SECONDARY SCHOOL, MOPA",,,,,,,,
018,Kogi,0182557,"UBE/JSS ST. JOSEPH ITEDO-AMURO, ISANLU",,,,,,,,
018,Kogi,0182558,UBE/JSS OROKERE-AMURO,,,,,,,,
018,Kogi,0182559,UBE/JSS IJAGBE-MOPA,,,,,,,,
018,Kogi,0182560,"UBE/JSS BAPTIST GIRLS' HIGH SCHOOL, MOPA",,,,,,,,
018,Kogi,0182603,UBE/JSS GADUMO,,,,,,,,
018,Kogi,0182604,"MUSLIM COMMUNITY SEC. SCHOOL, LOKOJA",,,,,,,,
018,Kogi,0182605,UBE/JSS LOKONGOMA,,,,,,,,
018,Kogi,0182606,"INSTITUTE OF ARABIC AND ISLAMIC STUDIES, LOKOJA",,,,,,,,
018,Kogi,0182607,"UBE/JSS ST. MARY, LOKOJA",,,,,,,,
018,Kogi,0182608,"UBE/JSS, IJIHO",,,,,,,,
018,Kogi,0182609,UBE/JSS AGBAJA OWORO,,,,,,,,
018,Kogi,0182610,UBE/JSS OHONO LOKOJA,,,,,,,,
018,Kogi,0182611,"COMM. SECONDARY SCHOOL, CHIKARA",,,,,,,,
018,Kogi,0182612,UBE/JSS AHOKO,,,,,,,,
018,Kogi,0182613,"COMMUNITY SEC. SCHOOL, CHIKARA",,,,,,,,
018,Kogi,0182614,UBE/JSS GIRINYA,,,,,,,,
018,Kogi,0182615,ALHASSAN COLL. OF ARABIC AND ISLAMIC STUD. GEGU BEKI,,,,,,,,
018,Kogi,0182616,"LEGACY HIGH SCHOOL, AJAOKUTA",,,,,,,,
018,Kogi,0182617,UBE/JSS ITOBE,,,,,,,,
018,Kogi,0182618,"FAITH INT'L SECONDARY SCHOOL, ITOBE",,,,,,,,
018,Kogi,0182619,COMM. COMP. HIGH SC,,,,,,,,
018,Kogi,0182620,"UBE/JSS AJAGWUMU, AYANGBA",,,,,,,,
018,Kogi,0182621,UBE/JSS AGALA ATE,,,,,,,,
018,Kogi,0182622,UBE/JSSRCM AYANGBA,,,,,,,,
018,Kogi,0182623,UBE/JSS CMML AYANGBA,,,,,,,,
018,Kogi,0182624,UBE/QIC/JSS OCHAJA,,,,,,,,
018,Kogi,0182625,"COMM SECONDARY SCHOOL, IYALE",,,,,,,,
018,Kogi,0182626,UBE/JSS IKPAKPALA,,,,,,,,
018,Kogi,0182627,"ST. PETER & PAUL ACADEMY, EGUME",,,,,,,,
018,Kogi,0182628,UBE/JSS ETUTUKPE IYALE,,,,,,,,
018,Kogi,0182629,UBE/JSS OLOGBA,,,,,,,,
018,Kogi,0182630,UBE/JSS OKURA OFANTE,,,,,,,,
018,Kogi,0182631,UBE/JSS EFAKWU EGUME,,,,,,,,
018,Kogi,0182632,UBE/JSS OGENE-EGUME,,,,,,,,
018,Kogi,0182633,UBE/JSS CMML EGUME,,,,,,,,
018,Kogi,0182634,UBE/JSS OJOFU AYANGBA,,,,,,,,
018,Kogi,0182635,UBE/JSS AJACHAGA,,,,,,,,
018,Kogi,0182636,UBE/JSS AJIKPOME,,,,,,,,
018,Kogi,0182637,UBE/JSS NURUL ISLAM AYANGBA,,,,,,,,
018,Kogi,0182638,COLLEGE OF ARABIC AND ISLAMIC STUD. OLOFU ANYIGBA,,,,,,,,
018,Kogi,0182639,"NATIONAL SECONDARY SCHOOL, AGALA ATE AYANGBA",,,,,,,,
018,Kogi,0182640,ACSS AGALA-ATE AYANGBA,,,,,,,,
018,Kogi,0182641,CMMLSS IYALE,,,,,,,,
018,Kogi,0182642,"GOVERNMENT SECONDARY SCHOOL, OLOWA",,,,,,,,
018,Kogi,0182643,"IKANI EIBO MEMORIAL COLLEGE, OGBALOTO",,,,,,,,
018,Kogi,0182644,UBE/JSS EMEWE-EFOPA,,,,,,,,
018,Kogi,0182645,"COMMUNITY SECONDARY SCHOOL, OLOWA",,,,,,,,
018,Kogi,0182646,"COMMUNITY SECONDARY SCHOOL, OKETE",,,,,,,,
018,Kogi,0182647,UBE/JSS UGBABO-OGANENIGU,,,,,,,,
018,Kogi,0182648,UBE/JSS ALOKO OGANENIGU,,,,,,,,
018,Kogi,0182649,UBE/JSS ANGLICAN DEKINA,,,,,,,,
018,Kogi,0182650,UBE/JSS ODU OKPAKELE OGANE,,,,,,,,
018,Kogi,0182651,UBE/JSS IGADEMU,,,,,,,,
018,Kogi,0182652,UBE/JSS ADIYELE,,,,,,,,
018,Kogi,0182653,UBE/JSS ARABA - IDOKO,,,,,,,,
018,Kogi,0182654,UBE/JSS ARABA ABILO,,,,,,,,
018,Kogi,0182655,UBE/JSS ELIKA,,,,,,,,
018,Kogi,0182656,UBE/JSS OGBOGBO,,,,,,,,
018,Kogi,0182657,UBE/JSS CMJSS DEKINA,,,,,,,,
018,Kogi,0182658,UBE/JSS OJOGBA,,,,,,,,
018,Kogi,0182659,UBE/JSS SAJOGWONI,,,,,,,,
018,Kogi,0182660,UBE/JSS AJEKWUNA,,,,,,,,
018,Kogi,0182661,UBE/JSS OKPAKILI ATE APE,,,,,,,,
018,Kogi,0182662,UBE/JSS ODU-OCHELE,,,,,,,,
018,Kogi,0182663,UBE/JSS ELUBI,,,,,,,,
018,Kogi,0182664,UBE/JSS ELUBI AJAKWU,,,,,,,,
018,Kogi,0182665,UBE/JSS AKPELU DEKINA,,,,,,,,
018,Kogi,0182666,UBE/JSS ODU-OCHELE,,,,,,,,
018,Kogi,0182667,UBE/RCM/JSS DEKINA,,,,,,,,
018,Kogi,0182668,UBE/JSS ODO-OFOMU,,,,,,,,
018,Kogi,0182669,"OFOJI COMMUNITY SEC. SCHOOL, EMEWE-OPADA",,,,,,,,
018,Kogi,0182670,UBE/JSS IBOBI,,,,,,,,
018,Kogi,0182671,UBE/JSS ONYAKOJI,,,,,,,,
018,Kogi,0182672,"BIRADU COMMUNITY SEC. SCHOOL, ABOCHO",,,,,,,,
018,Kogi,0182673,OGBABEDE COMMUNITY SEC. AGADA,,,,,,,,
018,Kogi,0182674,"COMMUNITY SECONDARY SCHOOL, AJEKALAGA",,,,,,,,
018,Kogi,0182675,UBE/JSS EFIKELEGU,,,,,,,,
018,Kogi,0182676,UBE/JSS AJIYOLO OKAKWU,,,,,,,,
018,Kogi,0182677,UBE/JSS ACHIGILI,,,,,,,,
018,Kogi,0182678,"BASSA NGE MUSLIM SECONDARY SCHOOL, GBOLOKO",,,,,,,,
018,Kogi,0182679,UBE/JSS AGODO,,,,,,,,
018,Kogi,0182681,"DAUGHTERS OF MOTHER OF MERCY SEC. SCHOOL, SHERIA",,,,,,,,
018,Kogi,0182682,UBE/JSS EFIN BASSA,,,,,,,,
018,Kogi,0182683,UBE/JSS AJIYOLO IFE,,,,,,,,
018,Kogi,0182684,"IFE COMMUNITY SEC. SCHOOL, IBADO AKPACHA",,,,,,,,
018,Kogi,0182685,UBE/JSS OKPOTALA OMALA,,,,,,,,
018,Kogi,0182686,"COMMUNITY SECONDARY SCHOOL, ADEH OKPO",,,,,,,,
018,Kogi,0182687,"AGALIGA COMMUNITY SEC. SCHOOL, EFABO OKPO",,,,,,,,
018,Kogi,0182688,"AMMEH COMMERCIAL COLLEGE, ETUTEKPE OKPO",,,,,,,,
018,Kogi,0182689,"COMMUNITY SECONDARY SCHOOL, ETUTEKPE OKPO",,,,,,,,
018,Kogi,0182690,UBE/JSS IBANA OKPO,,,,,,,,
018,Kogi,0182691,UBE/JSS ALAGALANNI OKPO,,,,,,,,
018,Kogi,0182692,UBE/JSS IKEJE IGAH,,,,,,,,
018,Kogi,0182693,UGBAMAKA IGAH,,,,,,,,
018,Kogi,0182694,"TREASURELINE MODEL COLLEGE, EFOFE IMANE",,,,,,,,
018,Kogi,0182695,UBE/JSS IKENI OGUG,,,,,,,,
018,Kogi,0182696,UBE/JSS EJULE OFANTE,,,,,,,,
018,Kogi,0182697,"OGUGU COMMUNITY SECONDARY SCHOOL, OGUGU",,,,,,,,
018,Kogi,0182698,"OFOROPO COMMUNITY SECONDARY SCHOOL, EMAGABA I OGUGU",,,,,,,,
018,Kogi,0182699,UBE/JSS OGANE OFANTE,,,,,,,,
018,Kogi,0182700,EMOONOJA COMM. COLLEGE OGBOFE,,,,,,,,
018,Kogi,0182701,UBE/JSS ANYIGBA OGUGU,,,,,,,,
018,Kogi,0182702,"UBE/JSS EMONYOKU OGUGU, OLAMABORO",,,,,,,,
018,Kogi,0182703,UBE/JSS EMEGABA II OGUGU,,,,,,,,
018,Kogi,0182704,"COMMUNITY HIGH SCHOOL, EMODODA",,,,,,,,
018,Kogi,0182705,OWOWOLO IYOKPE COMMUNITY SECONDARY SCHOOL,,,,,,,,
018,Kogi,0182706,UBE/JSS OKABO,,,,,,,,
018,Kogi,0182707,"UNITED EVANGELICAL SEC. SCHOOL, UGWOLAWO",,,,,,,,
018,Kogi,0182708,UBE/JSS OFORACHI,,,,,,,,
018,Kogi,0182709,"COMMUNITY SECONDARY SCHOOL, UGWOLAWO",,,,,,,,
018,Kogi,0182710,"CRENIUE QUALITY SECONDARY SCHOOL, UGWOLAWO",,,,,,,,
018,Kogi,0182711,UBE/JSS OGBOGBA IGALA MELA ODOLU,,,,,,,,
018,Kogi,0182712,UBE/JSS EKE AVRUGO IGALAMELA,,,,,,,,
018,Kogi,0182713,UBE/JSS ST. MARY'S AVRUGO,,,,,,,,
018,Kogi,0182714,UBE/JSS ODOLU,,,,,,,,
018,Kogi,0182715,UBE/JSS OGEGUME,,,,,,,,
018,Kogi,0182716,"UBE/JSS EJULE OJEBE, IBAJI",,,,,,,,
018,Kogi,0182717,"UBE/JSS ICHALA-AJODE, IBAJI",,,,,,,,
018,Kogi,0182718,"UBE/JSS EJULE-ONUH, IBAJI",,,,,,,,
018,Kogi,0182719,UBE/JSS OROGU,,,,,,,,
018,Kogi,0182720,"OMABO OJILA COMMUNITY SEC. SCHOOL, OMABO IBAJI",,,,,,,,
018,Kogi,0182722,"COMM. SECONDARY SCHOOL, IYANO IBAJI",,,,,,,,
018,Kogi,0182723,"NAGAZI COMPRE. SCHOOL, OSISI ADAVI",,,,,,,,
018,Kogi,0182724,"UNITY INT'L SECONDARY SCHOOL, ABOBO",,,,,,,,
018,Kogi,0182725,"BRIGHT FUTURE INTER. SEC. SCHOOL, OBANGEDE",,,,,,,,
018,Kogi,0182726,UBE/JSS OSISI ADAVI,,,,,,,,
018,Kogi,0182727,UBE/JSS NAGAZI UVETE,,,,,,,,
018,Kogi,0182728,DIVINE ACADEMY INOZIOMI,,,,,,,,
018,Kogi,0182729,UBE CENTRAL OKENE,,,,,,,,
018,Kogi,0182730,"INST. OF ARABIC AND ISLAMIC STUDIES, OGASA, OKENE",,,,,,,,
018,Kogi,0182731,"INST. OF ARABIC AND ISLAMIC STUDIES, OKENE",,,,,,,,
018,Kogi,0182732,"UBE/JSS IREPENI, ADAVI",,,,,,,,
018,Kogi,0182733,UBE/JSS EIKA OKU OKENGWE,,,,,,,,
018,Kogi,0182734,UBE/JSS EIKA ADAGU NEW LAYOUT,,,,,,,,
018,Kogi,0182735,GDSS EBAKO OKEHI,,,,,,,,
018,Kogi,0182736,"ANSARUL ISLAM SECONDARY SCHOOL, OKOROKE-IHIMA",,,,,,,,
018,Kogi,0182737,UBE/JSS OBEIBA-IHIMA,,,,,,,,
018,Kogi,0182738,UBE/JSS OHUETTA-IHIMA,,,,,,,,
018,Kogi,0182739,CSS ILLAH BUNU,,,,,,,,
018,Kogi,0182740,"COMPREHENSIVE HIGH SCHOOL, PONYAN",,,,,,,,
018,Kogi,0182741,UBE/JSS ILLAH-BUNU KABBA,,,,,,,,
018,Kogi,0182742,UBE/JSS ABUGI,,,,,,,,
018,Kogi,0182743,MIDAG COLL. OF ARABIC & ISLAMIC STUD. AYEGUNLE-GBEDE,,,,,,,,
018,Kogi,0182744,"COMMUNITY HIGH SCHOOL, IYAMOYE",,,,,,,,
018,Kogi,0182745,"IKOYI COMMUNITY HIGH SCHOOL,  IKOYI",,,,,,,,
018,Kogi,0182746,"IFE IJUMU SECONDARY COMM. COLLEGE, IJUMU",,,,,,,,
018,Kogi,0182747,YELGEA/UBE/JSS MAKUTU ISANLU,,,,,,,,
018,Kogi,0182748,"AFRICAN CHURCH SECONDARY SCHOOL, ISANLU",,,,,,,,
018,Kogi,0182749,ACSS ISANLU,,,,,,,,
018,Kogi,0182750,"COMM. SECONDARY SCHOOL, OGODO",,,,,,,,
018,Kogi,0182751,"COLLEGE OF ARABIC AND ISLAMIC STUDIES OJOKU, ANKPA",,,,,,,,
018,Kogi,0182752,"AWO COMM. SEC. COMMERCIAL COLLEGE, AWO",,,,,,,,
018,Kogi,0182753,UBE/JSS RCM ANKPA,,,,,,,,
018,Kogi,0182754,UBE/JSS ODOGOMU,,,,,,,,
018,Kogi,0182755,UBE/JSS OGODO,,,,,,,,
018,Kogi,0182756,UBE/JSS OKOBO,,,,,,,,
018,Kogi,0182757,UBE/JSS AKWU,,,,,,,,
018,Kogi,0182758,UBE/JSS AGUMAGU,,,,,,,,
018,Kogi,0182759,UBE/JSS JNI ANKPA,,,,,,,,
018,Kogi,0182760,UBE/JSS ALIBOKO,,,,,,,,
018,Kogi,0182761,UBE/JSS INYOLOGU,,,,,,,,
018,Kogi,0182764,"GOVT GIRLS SCIENCE SEC. SCHOOL, OKABA, ANKPA",,,,,,,,
018,Kogi,0182765,UBE/JSS QIC ANKPA,,,,,,,,
018,Kogi,0182766,ALEKA ACADEMY ANKPA,,,,,,,,
018,Kogi,0182767,"COMSALDOCAS SECONDARY SCHOOL, ANKPA",,,,,,,,
018,Kogi,0182768,"ATTARBIYATUL ISLAMIYA SECONDARY SCHOOL, OKABA",,,,,,,,
018,Kogi,0182769,"GOVT. TECHNICAL COLLEGE, ANKPA",,,,,,,,
018,Kogi,0182770,"COMMUNITY SECONDARY SCHOOL, OGEDE AJEKPE",,,,,,,,
018,Kogi,0182771,"UBE/JSS COMM. HIGH SCHOOL, OCHI",,,,,,,,
018,Kogi,0182772,"GILGAL HIGH SCHOOL, ANKPA",,,,,,,,
018,Kogi,0182773,UBE/JSS BAGAJI ODO,,,,,,,,
018,Kogi,0182774,UBE/JSS ODOLE EROKO,,,,,,,,
018,Kogi,0182775,"BABANAWA COLLEGE, IKEJE",,,,,,,,
018,Kogi,0182776,UBE/JSS ODOLE MOPA,,,,,,,,
018,Kogi,0182777,"COMPR. HIGH SCH, OKE-OFFIN",,,,,,,,
018,Kogi,0182778,"AMAKA COMM. HIGH SCHOOL, AMAKA",,,,,,,,
018,Kogi,0182779,UBE/JSS II EKIRIN-ADDE,,,,,,,,
018,Kogi,0182780,"COMMUNITY SECONDARY SCHOOL, ASENI",,,,,,,,
018,Kogi,0182781,"UBE/JSS ST. JOSEPH ITEDO-AMURO, ISANLU",,,,,,,,
018,Kogi,0182782,UBE/JSS OROKERE-AMURO,,,,,,,,
018,Kogi,0182783,UBE/JSS AWO-AKPALI,,,,,,,,
018,Kogi,0182784,"JEPHTA ACADEMY, OGODO",,,,,,,,
018,Kogi,0182785,"CMML SEC. SCHOOL, OGBOGODO",,,,,,,,
018,Kogi,0182786,"COMMUNITY SECONDARY SCHOOL, NWAJALA",,,,,,,,
018,Kogi,0182790,UBE/JSS ETO-OWORO,,,,,,,,
018,Kogi,0182791,"UBE/JSS HOLY TRINITY SCHOOL, LOKOJA",,,,,,,,
018,Kogi,0182792,UBE/JSS OREHI,,,,,,,,
018,Kogi,0182793,UBE/JSS OJUWO-IYALE,,,,,,,,
018,Kogi,0182794,"AITAM SCIENCE ACADEMY, AYANGBA",,,,,,,,
018,Kogi,0182795,"BEDROCK INT'L SCHOOL, AGALA OGANE",,,,,,,,
018,Kogi,0182796,UBE/JSS ATE-UGE,,,,,,,,
018,Kogi,0182797,"GOVT DAY SEC. SCHOOL, DEKINA",,,,,,,,
018,Kogi,0182798,"GOVT SECONDARY SCHOOL, OLOGBA",,,,,,,,
018,Kogi,0182799,UBE/JSS OJUWO- ILE,,,,,,,,
018,Kogi,0182800,UBE/JSS AJACHAGA,,,,,,,,
018,Kogi,0182801,G.S.S. ABEJUKOLO,,,,,,,,
018,Kogi,0182802,"EMOMOKA COMM. SEC. SCHOOL, ADUM, OGUGU",,,,,,,,
018,Kogi,0182803,"MADONA SECONDARY SCHOOL, ARAKA",,,,,,,,
018,Kogi,0182804,"IBAJI COMM. COMPRE. SECONDARY SCHOOL, ENWELI",,,,,,,,
018,Kogi,0182805,UBE/JSS AFFA - IBAJI,,,,,,,,
018,Kogi,0182806,"HASBULLAHI ARABIC & ISLAMIC SEC. SCHOOL, OGAMINANA",,,,,,,,
018,Kogi,0182808,UBE/JSS MAMI,,,,,,,,
018,Kogi,0182809,"BEST CHILD ACADEMY, IGAMOYE",,,,,,,,
018,Kogi,0182810,UBE/JSS AYEGUNLE EJUKU,,,,,,,,
018,Kogi,0182811,UBE/JSS ANKU EJUKU,,,,,,,,
018,Kogi,0182812,"ENEMONA MODEL COLLEGE, EJEGBO",,,,,,,,
018,Kogi,0182813,AS-SALAM CAIS UDAMA OKENYI,,,,,,,,
018,Kogi,0182814,"PRISON STAFF MODEL SEC. SCHOOL, ANKPA",,,,,,,,
018,Kogi,0182815,"ENJEMA COMMUNITY GRAMMAR SCHOOL, ENJEMA",,,,,,,,
018,Kogi,0182816,"CMML DAY SECONDARY SCHOOL, IYALE",,,,,,,,
018,Kogi,0182817,"CMML SECONDARY SCHOOL, ANYIGBA",,,,,,,,
018,Kogi,0182818,"COMM. SECONDARY SCHOOL, AGBADA II",,,,,,,,
018,Kogi,0182819,"GOVT SCIENCE SECONDARY SCHOOL, DEKINA",,,,,,,,
018,Kogi,0182820,"IMANE COMM. GRAMMAR SCHOOL, IMANE",,,,,,,,
018,Kogi,0182821,"ENJEMA COMM. SECONDARY SCHOOL, OFUGO",,,,,,,,
018,Kogi,0182822,UBE/JSS OKABA,,,,,,,,
